show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1213,movie,Paper Lives,Can Ulkay,"Çağatay Ulusoy, Emir Ali Doğrul, Ersin Arıcı, Turgay Tanülkü, Selen Öztürk, Osman İskender Bayer, Tomris Çetinel, Volkan Çalışkan, Mehmet Bahattin Genç, Okşan Büyük",turkey,2021-03-12,2021,TV-MA,97 min,"Dramas, International Movies","In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood."
s1216,movie,Romantik Komedi,Ketche,"Sedef Avcı, Cemal Hünal, Begüm Kütük, Engin Altan Düzyatan, Sinem Kobal, Gürgen Öz, Burcu Kara, Kubilay Penbeklioğlu",turkey,2021-03-12,2010,TV-MA,110 min,"Comedies, International Movies, Romantic Movies","Bored with her life and inspired by a friend's wedding, Esra quits her job and dumps her boyfriend, leading to a series of romantic misadventures."
s1217,movie,Romantik Komedi 2: Bekarlığa Veda,Erol Özlevi,"Sinem Kobal, Engin Altan Düzyatan, Sedef Avcı, Cemal Hünal, Burcu Kara, Gürgen Öz, Öykü Çelik, Gökçe Özyol",turkey,2021-03-12,2013,TV-MA,105 min,"Comedies, International Movies, Romantic Movies","Didem tries everything to get actor Cem to propose to her, but he's got other things on his mind: a beautiful new co-star and a secret bachelor party."
s1219,movie,YES DAY,Miguel Arteta,"Jennifer Garner, Edgar Ramírez, Jenna Ortega, Julian Lerner, Everly Carganilla, Tracie Thoms, Fortune Feimster, Nat Faxon, Arturo Castro",united states,2021-03-12,2021,PG,90 min,"Children & Family Movies, Comedies",A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.
s1220,movie,You're Everything To Me,Tolga Örnek,"Tolga Çevik, Cengiz Bozkurt, Melis Birkan, Tuna Çevik",turkey,2021-03-12,2016,TV-PG,107 min,"Comedies, Dramas, Independent Movies","When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter."
s1221,movie,Coven of Sisters,Pablo Agüero,"Alex Brendemühl, Amaia Aberasturi, Daniel Fanego, Garazi Urkola, Yune Nogueiras, Jone Laspiur, Irati Saez de Urabain, Lorea Ibarra","spain, argentina",2021-03-11,2021,TV-MA,92 min,"Dramas, Independent Movies, International Movies","Basque Country, 1609. To postpone their execution, a group of women accused of witchcraft lure their inquisitor into witnessing the witches' Sabbath."
s1222,movie,Generasi 90an: Melankolia,Mohammad Irfan Ramly,"Ari Irham, Aghniny Haque, Taskya Namya, Marcella Zalianty, Gunawan Sudrajat, Jennifer Coppen",indonesia,2021-03-11,2020,TV-14,94 min,"Dramas, International Movies","After the devastating loss of a loved one, Abby forms a bond with his sister's best friend as he struggles to move on."
s1223,movie,The Block Island Sound,"Kevin McManus, Matthew McManus","Chris Sheffield, Michaela McManus, Neville Archambault, Ryan O'Flanagan, Matilda Lawler, Jim Cummings, Jeremy Holm, Heidi Niedermeyer, Willie C. Carpenter, Matthew Lawler",united states,2021-03-11,2020,TV-MA,99 min,"Horror Movies, Independent Movies","On an island, a fisherman's family faces horrors and dark truths when an ominous force begins killing the wildlife and puts their own lives in danger."
s1224,tv show,Dealer,"Ange Basterga, Nicolas Lopez","Abdramane Diakité, Mohamed Boudouh, Sébastien Houbani, Idir Azougli, Julien Meurice, Abdillah Assoumani, Jean-Toussaint Bernard, Romain Vissol",france,2021-03-10,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",Tensions erupt when two filmmakers infiltrate an area ruled by gangs to shoot a music video for a rapper in this gritty found-footage series.
s1229,movie,Bombay Rose,Gitanjali Rao,"Cyli Khare, Gargi Shitole, Amardeep Jha, Amit Deondi, Makrand Deshpande, Virendra Saxena, Shishir Sharma","india, united kingdom, france, qatar",2021-03-08,2021,PG-13,97 min,"Dramas, Independent Movies, International Movies","Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested."
s1231,movie,Aelay,Halitha Shameem,"P. Samuthirakani, Manikandan, Madhumathi Padmanathan, Akalyadevi B., S I Neelambari",india,2021-03-05,2021,TV-14,151 min,"Comedies, Dramas, Independent Movies","A son stoically returns to his village upon his father’s death, recalling their chilly dynamic before a bizarre event disrupts his visit."
s1233,movie,Dogwashers,Carlos Moreno,"Christian Tappan, Anderson Ballesteros, John Álex Toro, Ulises González, Leonor López, Hector Mauricio Mejia, Johnnie Castillo, Isabella Licht Delgado, Marlon Pérez Cruz, Kevin Andrés Muñoz",colombia,2021-03-05,2021,TV-MA,108 min,"Comedies, Dramas, International Movies","When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?"
s1234,movie,Fate of Alakada,Kayode Kasum,"Toyin Abraham, Broda Shaggi, Calabar Chic, Munirat Antoinette Lecky, Khafi Kareem, Bukola Oshibowale, Adebimpe Akintunde, Temisan Emmanuel, Olaniyi Afonja, Sydney Egere",nigeria,2021-03-05,2020,TV-14,113 min,"Comedies, International Movies","Faking her way through any situation, a social media influencer poses as an event planner and is tasked with throwing an extravagant, star-studded bash."
s1237,movie,Sentinelle,Julien Leclercq,"Olga Kurylenko, Marilyn Lima, Michel Nabokoff, Martin Swabey, Carole Weyers, Andrey Gorlenko, Antonia Malinova, Gabriel Almaer, Blaise Afonso, Guillaume Duhesme, Michel Biel",france,2021-03-05,2021,TV-MA,81 min,"Action & Adventure, Dramas, International Movies","Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister."
s1238,movie,Mariposa,Fajar Bustomi,"Adhisty Zara, Angga Yunanda, Dannia Salsabila, Abun Sungkar, Junior Roberts, Syakir Daulay, Ariyo Wahab, Ersa Mayori, Baim Wong, Irgi Fahrezi",indonesia,2021-03-04,2020,TV-14,116 min,"Comedies, International Movies, Romantic Movies","New student Acha falls for Iqbal, a high-achieving student who's torn between love and family pressure."
s1240,movie,Parker,Taylor Hackford,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce, Clifton Collins Jr., Bobby Cannavale, Patti LuPone, Carlos Carrasco, Micah Hauptman, Emma Booth, Nick Nolte",united states,2021-03-04,2013,R,119 min,Action & Adventure,"Parker is a thief – but he has scruples. So when his crew double-crosses him, Parker teams up with an unlikely partner to even the score."
s1241,movie,Safe Haven,Lasse Hallström,"Josh Duhamel, Julianne Hough, Cobie Smulders, David Lyons, Noah Lomax, Mimi Kirkland",united states,2021-03-04,2013,PG-13,116 min,"Dramas, Romantic Movies","When a mysterious woman arrives in a small North Carolina town, she begins a new life but remains haunted by a terrifying secret."
s1242,movie,Moxie,Amy Poehler,"Hadley Robinson, Lauren Tsai, Patrick Schwarzenegger, Nico Hiraga, Sydney Park, Josephine Langford, Clark Gregg, Josie Totah, Alycia  Pascual-Peña, Anjelika Washington, Charlie Hall, Sabrina Haskett, Ike Barinholtz, Amy Poehler, Marcia Gay Harden",united states,2021-03-03,2021,PG-13,112 min,"Comedies, Dramas, Music & Musicals","Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school."
s1244,movie,Black or White,Mike Binder,"Kevin Costner, Octavia Spencer, Jillian Estell, Bill Burr, Mpho Koaho, Anthony Mackie, Jennifer Ehle, André Holland, Gillian Jacobs, Paula Newsome",united states,2021-03-02,2014,PG-13,121 min,Dramas,A widowed lawyer struggles to retain custody of his biracial granddaughter when the girl's paternal grandmother questions his competence.
s1245,movie,Indoo Ki Jawani,Abir Sengupta,"Kiara Advani, Aditya Seal, Mallika Dua, Rakesh Bedi, Rajendra Sethi, Chittaranjan Tripathi, Rajesh Jais, Alka Badola Kaushal",india,2021-03-02,2020,TV-14,115 min,"Action & Adventure, Comedies, International Movies","A spirited but naive young woman seeks a one-night stand, but after discovering her date’s real identity, things quickly go from casual to complicated."
s1249,movie,Biggie: I Got a Story to Tell,Emmett Malloy,"The Notorious B.I.G., Sean ""P. Diddy"" Combs",united states,2021-03-01,2021,R,98 min,"Documentaries, Music & Musicals","Featuring rare footage and in-depth interviews, this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king."
s1252,movie,Dances with Wolves,Kevin Costner,"Kevin Costner, Mary McDonnell, Rodney Grant, Graham Greene, Floyd ""Red Crow"" Westerman, Tantoo Cardinal, Robert Pastorelli, Charles Rocket, Maury Chaykin, Jimmy Herman","united states, united kingdom",2021-03-01,1990,PG-13,181 min,"Action & Adventure, Classic Movies, Dramas","On the frontier, a Civil War soldier bonds with a Sioux tribe and adapts to their way of life, becoming their ally amid growing threats."
s1253,movie,How to Be Really Bad,Marco Petry,"Emma Bading, Janina Fautz, Ludwig Simon, Samuel Finzi, Emilio Sakraya, Oliver Korittke, Alwara Höfels, Matilda Marz, Amina Merai, Johann von Bülow, Axel Stein, Theo Trebs",germany,2021-03-01,2018,TV-14,100 min,"Comedies, International Movies","The devil's sassy (and bored) daughter makes a deal with her dad: If she can turn a good person evil, she gets to ditch hell and stay on Earth."
s1254,movie,LEGO Marvel Spider-Man: Vexed by Venom,"Andrew Duncan, Ken Cunningham","Robbie Daymond, Ben Pronsky, Josh Keaton, Tara Strong, Jennifer Hale, Laura Bailey",united states,2021-03-01,2019,TV-Y,22 min,"Children & Family Movies, Comedies","When Green Goblin and Venom team up for a disastrous scheme, Spider-Man calls in a wall-crawling ally and must rely on his Spidey senses to stop them."
s1255,movie,Rain Man,Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt",united states,2021-03-01,1988,R,134 min,"Classic Movies, Dramas","Motivated by money, a selfish workaholic seeking a piece of his late father's inheritance takes a life-changing road trip with his estranged brother."
s1257,movie,Tenacious D in The Pick of Destiny,Liam Lynch,"Jack Black, Kyle Gass, JR Reed, Troy Gentile, Ronnie James Dio, Paul F. Tompkins, Ned Bellamy, Fred Armisen, Kirk Ward, Amy Poehler, Tim Robbins, Dave Grohl, Ben Stiller","united states, germany",2021-03-01,2006,R,94 min,"Comedies, Cult Movies, Music & Musicals","Dreaming of being a rock god, Midwesterner JB heads to California, where he crosses paths with idler KG – giving rise to the musical duo Tenacious D."
s1259,movie,Bigfoot Family,"Jérémie Degruson, Ben Stassen","Jules Wojciechowski, Roger Craig Smith, Grant George, David Lodge, Lindsey Alena, Sandy Fox, Joey Lotsko","belgium, france",2021-02-26,2021,TV-Y7,88 min,"Children & Family Movies, Comedies","Bigfoot’s now a big deal. So when he goes missing, his shy but tech-savvy teen son must take on an evil CEO to save his family and a wildlife preserve."
s1260,movie,Captain Fantastic,Matt Ross,"Viggo Mortensen, Frank Langella, George MacKay, Samantha Isler, Annalise Basso, Nicholas Hamilton, Shree Crooks, Charlie Shotwell, Ann Dowd, Erin Moriarty, Missi Pyle, Kathryn Hahn, Steve Zahn",united states,2021-02-26,2016,R,119 min,"Comedies, Dramas, Independent Movies","A father raising his children off the grid begins to question his anti-establishment, utopian views when a tragic loss pulls them back into society."
s1261,movie,Crazy About Her,Dani de la Orden,"Álvaro Cervantes, Susana Abaitua, Luis Zahera, Clara Segura, Aixa Villagrán, Paula Malia, Nil Cardoner, Txell Aixendri, Alberto San Juan",spain,2021-02-26,2021,TV-MA,107 min,"Comedies, International Movies, Romantic Movies","After spending a wild night together, Adri discovers the only way to see Carla again is to become a patient at the psychiatric center where she resides."
s1262,movie,Fuga,Pablo Larraín,"Benjamín Vicuña, Gastón Pauls, Alfredo Castro, Francisca Imboden, Héctor Noguera, María Izquierdo, Willy Semler, Alejandro Trejo, Mateo Iribarren, Marcial Tagle, Paulina Urrutia","argentina, chile",2021-02-26,2006,TV-MA,112 min,"Dramas, Independent Movies, International Movies","A struggling music student discovers and tries to complete an unfinished symphony begun by a famous composer, whose career was ended by a past trauma."
s1264,movie,No Escape,John Erick Dowdle,"Owen Wilson, Lake Bell, Pierce Brosnan, Sterling Jerins, Claire Geare, Thanawut Ketsaro, Chatchawai Kamonsakpitak, Sahajak Boonthanakit","united states, thailand",2021-02-26,2015,R,103 min,Action & Adventure,"Soon after relocating to Southeast Asia, an American family lands in the midst of a violent coup that could cost them their lives."
s1265,movie,Our Idiot Brother,Jesse Peretz,"Paul Rudd, Elizabeth Banks, Zooey Deschanel, Emily Mortimer, Kathryn Hahn, Steve Coogan, Rashida Jones, Hugh Dancy, Shirley Knight, Adam Scott, T.J. Miller",united states,2021-02-26,2011,R,90 min,"Comedies, Dramas, Independent Movies",A seemingly clueless idealist relies on his exasperated sisters for shelter and support after his girlfriend dumps him and his dog is taken away.
s1266,movie,The Girl on the Train,Ribhu Dasgupta,"Parineeti Chopra, Aditi Rao Hydari, Kirti Kulhari, Avinash Tiwary, Tota Roy Chowdhury",india,2021-02-26,2021,TV-MA,120 min,"International Movies, Thrillers",A troubled divorcée fixates on a seemingly ideal couple from afar until a shocking observation sends her spiraling straight into a knotty murder case.
s1267,movie,Tony Manero,Pablo Larraín,"Alfredo Castro, Paola Lattus, Héctor Morales, Amparo Noguera, Elsa Poblete","chile, brazil",2021-02-26,2008,TV-MA,97 min,"Dramas, Independent Movies, International Movies","Amid the violence of Pinochet's reign in 1978 Chile, emotionally dead Raúl finds escape in his obsession over the protagonist in ""Saturday Night Fever."""
s1268,movie,Who Am I,Baran bo Odar,"Tom Schilling, Elyas M'Barek, Wotan Wilke Möhring, Antoine Monot Jr., Hannah Herzsprung, Stephan Kampwirth, Trine Dyrholm, Leopold Hornung, Leonard Carow",germany,2021-02-26,2014,TV-MA,102 min,"International Movies, Thrillers","After his compatriots are murdered by Russian gangsters, a hacker confesses the history of his elite, fame-seeking group to a Europol investigator."
s1270,movie,Geez & Ann,Rizki Balki,"Hanggini, Junior Roberts, Roy Sungkono, Shenina Cinnamon, Ashira Zamita, Amel Carla, Davina Karamoy, Naimma Aljufri, Andi Viola, Jasmine Elfira Burhan, Kezia Aletheia, Dewi Rezer, Ersa Mayori, Indra Brasco, Bobby Samuel, Ady Sky, Farhan Rasyid",indonesia,2021-02-25,2021,TV-PG,106 min,"Dramas, International Movies, Romantic Movies","After falling for Geez, a heartthrob at school, Ann must confront family opposition, heartache and deception as their romance struggles."
s1274,movie,"Blue, Painful, Fragile",Shunsuke Kariyama,"Ryo Yoshizawa, Hana Sugisaki, Amane Okayama, Honoka Matsumoto, Hiroya Shimizu, Nana Mori, Mizuki Kayashima, Ken Mitsuishi, Tasuku Emoto",japan,2021-02-24,2020,TV-14,119 min,"International Movies, Thrillers","Kaede and Hisano form a club to change the world. When Hisano vanishes, Kaede throws himself into bringing the club back to its idealistic roots."
s1279,movie,Brian Regan: On the Rocks,Troy Miller,Brian Regan,united states,2021-02-23,2021,TV-G,58 min,Stand-Up Comedy,"Brian Regan tackles the big issues weighing on him, including aging, time, obsessive behavior, backpacks on airplanes, ungrateful horses and raisins."
s1282,movie,Red,Tirumala Kishore,"Ram Pothineni, Nivetha Pethuraj, Malvika Sharma, Amritha Aiyer, Sampath Raj",india,2021-02-23,2021,TV-14,143 min,"Dramas, International Movies","A murder investigation leads police to a photo of a suspect, but when two men are found with faces that match the picture, the case gets doubly tricky."
